ID_Publicacion,ID_Publicacion_Padre,ID_Usuario,Usuario_Handle,Plataforma,Tipo_Publicacion,Texto_Publicacion,Hashtags_Usados,Marca_Mencionada,Fecha_Hora_Publicacion,Perfil_Usuario,Antigüedad_Cuenta_Dias,Num_Seguidores_Cuenta,Num_Interacciones,Velocidad_Viralizacion,Contenido_Reciclado,Corroboraciones_Independientes
660,646.0,343,@angie07,X,Comentario,dicen que una cuenta que no conozco subió una captura que supuestamente confirma todo,#FueraKai #EvaluandoLaSituacion,,2026-03-15 05:41:33,Cuenta_Nueva,21.7,613,117.0,9.4,No,1
661,,287,@lilianax,TikTok,Comentario,UrbanKrew debería esperar los resultados antes de tomar una decisión así de grande,#KaiDuarte,PulsoTech,2026-03-15 01:37:48,Cuenta_Nueva,20.0,280,31.0,3.9,No,1
662,,203,@danielaperez2020,Foro anónimo,Repost/Cita,ya perdí la cuenta de cuántos hilos van sobre esto y todavía falta que hable Kai.,,,2026-03-15 03:11:16,Verificado,30.0,3012,75.0,3.8,No,0
663,637.0,289,@gabrielarojas,X,Comentario,"para que sepan: seguí el proceso desde el chat en vivo, a mí se vio transparente",,,2026-03-15 05:07:11,Cuenta_Nueva,0.0,2339,357.0,2.4,No,4
664,501.0,210,@oscarleon_ug,Foro anónimo,Repost/Cita,la cantidad de cuentas nuevas comentando esto me da mala espina ya en serio,,,2026-03-15 02:42:11,Fan_Antiguo,1298.5,4703,115.0,2.8,No,0
665,476.0,227,@fabian03,Instagram,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer sin exagerar 😭,#JusticiaParaKai #QueDijoKai,,2026-03-15 04:27:04,Anónimo,865.1,645,73.0,4.2,No,0
666,,245,@ricardoleonbogota,X,Comentario,yo sigo esperando que Kai diga algo ya en serio,#Cancelado #QueDijoKai,,2026-03-15 02:31:27,Fan_Antiguo,1107.8,45900,36.0,4.5,No,0
667,654.0,34,@valentina07,X,Comentario,"PulsoTech lleva media hora sin responder nada, mal ahí",,PulsoTech,2026-03-15 04:33:16,Anónimo,753.6,762,37.0,0.6,No,0
668,244.0,325,@felipe98,X,Comentario,En mi casa no se habla de otra cosa desde anoche y nadie sabe ni qué creer.,#QueDijoKai,,2026-03-15 02:55:19,Anónimo,4.6,84,109.0,0.9,No,1
669,499.0,383,@despiertaya_138,TikTok,Repost/Cita,"confirmado, Kai amañó el sorteo, pasen la voz #CancelenAKai",#CancelenAKai,,2026-03-15 03:32:17,Bot_Sospechoso,0.4,34510,148.0,21.0,No,0
670,,172,@camilacruz07,Instagram,Comentario,la cantidad de cuentas nuevas comentando esto me da mala espina de verdad...,#KaiDuarte,,2026-03-15 00:39:19,Verificado,647.4,4253,42.0,1.2,No,0
671,652.0,175,@johanasabana,Instagram,Comentario,Dejen a la gente en paz hasta que se sepa la verdad otra vez,#FueraKai #CancelenAKai,,2026-03-15 05:41:06,Verificado,1901.9,982,9.0,1.3,No,0
672,566.0,231,@hectorcun,Foro anónimo,Descripción de captura,cada hora aparece un ángulo nuevo de esto de verdad,,,2026-03-15 04:18:58,Verificado,30.0,2665,94.0,2.4,No,0
673,,149,@paola,Instagram,Comentario,"que fastidio, otra vez cancelando a alguien sin dejarlo hablar de verdad...",#QueDijoKai,,2026-03-15 03:09:57,Fan_Antiguo,890.2,6350,251.0,3.1,No,0
674,637.0,211,@sebastian03,TikTok,Comentario,"La plataforma que usaron para el sorteo es auditable, cualquiera puede revisarla",,,2026-03-15 05:12:58,Fan_Antiguo,30.0,2710,1359.0,3.9,No,3
675,626.0,60,@alejandropinzon99,TikTok,Repost/Cita,si esto no se aclara hoy se va a armar una novela de meses otra vez.,#YoLeCreoAKai,,2026-03-15 04:24:29,Anónimo,1712.2,2331,39.0,0.2,No,0
676,487.0,341,@manuelaortizsabana,X,Comentario,"a mi me da igual, no sigo a Kai pero el trending me tiene aquí leyendo y todavía falta que hable Kai 😳😳",#EvaluandoLaSituacion,,2026-03-15 04:56:26,Cuenta_Nueva,11.3,220,352.0,0.1,No,1
677,633.0,293,@sara_ug,TikTok,Comentario,"dicen que me llegó por WhatsApp que Kai sí arregló todo, no tengo la fuente original",#QueDijoKai,,2026-03-15 04:23:43,Anónimo,10.3,1071,2324.0,4.4,No,1
678,601.0,126,@sebastianalarconco,X,Comentario,cada hora aparece un ángulo nuevo de esto y nadie sabe ni qué creer,#FueraKai,,2026-03-15 04:02:28,Fan_Antiguo,142.0,1077,25.0,0.1,No,0
679,,322,@angie_oficial,Instagram,Comentario,dejen a la gente en paz hasta que se sepa la verdad sinceramente.,,,2026-03-15 01:18:26,Cuenta_Nueva,6.1,178,55.0,3.1,No,0
680,626.0,307,@adrianacun,X,Comentario,Dicen que hay un audio filtrado completo pero nadie lo ha mostrado,,,2026-03-15 04:21:40,Cuenta_Nueva,17.8,24,723.0,7.2,No,1
681,605.0,129,@isabellabogota,X,Comentario,el que suba a defenderlo sin pruebas también me da desconfianza ya en serio.,#KaiDuarte,,2026-03-15 05:26:10,Fan_Antiguo,470.7,1846,67.0,0.1,No,0
682,,334,@juliana,Instagram,Descripción de captura,el que suba a defenderlo sin pruebas también me da desconfianza ya en serio,,,2026-03-15 02:01:11,Cuenta_Nueva,0.9,203,43.0,4.9,No,0
683,325.0,141,@carloscardenasx,X,Comentario,no había visto esta cantidad de gente opinando de algo en meses,#Cancelado,,2026-03-15 03:26:04,Fan_Antiguo,1245.7,605,106.0,3.2,No,1
684,399.0,1,@yulianaramirez_col,X,Repost/Cita,"sea cual sea la verdad, la forma en que se está manejando esto es un desastre y eso que apenas empieza el día.",#QueDijoKai #Cancelado,,2026-03-15 04:47:22,Fan_Antiguo,30.0,11529,60.0,0.5,No,1
685,280.0,46,@david,Instagram,Descripción de captura,"cada rato sale un testigo nuevo, esto ya parece novela y todavía falta que hable Kai",#KaiMentiroso,,2026-03-15 04:30:25,Fan_Antiguo,1595.0,587,110.0,1.6,No,0
686,587.0,351,@noloocultes_349,X,Repost/Cita,"confirmado, Kai amañó el sorteo, pasen la voz #CancelenAKai",#CancelenAKai,,2026-03-15 03:08:09,Bot_Sospechoso,1.1,21880,258.0,19.5,No,0
687,586.0,337,@antoniaperez99,X,Comentario,Posta que alguien juró que tiene capturas del chat privado pero nunca las publicó,#QueDijoKai #EvaluandoLaSituacion,,2026-03-15 04:18:23,Cuenta_Nueva,4.0,172,358.0,13.2,Sí (idéntico a publicación de 2023 sobre otro creador),1
688,471.0,183,@paula_00,Foro anónimo,Repost/Cita,todo el mundo etiquetando a NovaVolt pidiendo que se pronuncien,#KaiDuarte,NovaVolt,2026-03-15 03:43:34,Fan_Antiguo,1199.9,53184,31.0,4.1,No,1
689,652.0,22,@karenpinzon_,X,Repost/Cita,esto va a ser tendencia todo el día seguro sin exagerar,#FakeNews,,2026-03-15 05:42:08,Anónimo,2028.6,20256,29.0,2.6,No,1
690,633.0,30,@luisa15,X,Comentario,esto habla más de nosotros como internet que de Kai la verdad y eso que apenas empieza el día,,,2026-03-15 04:30:51,Fan_Antiguo,1581.7,3787,71.0,0.1,No,0
691,279.0,258,@cesarlopez98,X,Comentario,Yo llevo horas viendo hilos sobre esto en vez de dormir y cada rato cambia la versión,#JusticiaParaKai #Cancelado,,2026-03-15 04:50:59,Cuenta_Nueva,10.1,239,29.0,3.2,No,0
692,591.0,254,@nicolasperez_uni,X,Comentario,"yo hacía memes de Kai, ahora no sé ni qué publicar la verdad",#KaiDuarte,,2026-03-15 04:17:43,Verificado,1272.7,8096,25.0,2.4,No,1
693,528.0,81,@nicolassalazar_col,X,Comentario,dejen a la gente en paz hasta que se sepa la verdad y eso que apenas empieza el día 😭😭,#EvaluandoLaSituacion,,2026-03-15 04:40:21,Anónimo,91.6,76,118.0,1.5,No,0
694,639.0,204,@esteban03,X,Comentario,para que sepan: nadie de los que participamos notó nada fuera de lo normal esa noche,,,2026-03-15 04:11:49,Verificado,1936.3,6350,42.0,0.2,No,0
695,674.0,208,@diegoco,TikTok,Comentario,"honestamente, yo estaba conectado desde el minuto uno y no vi nada extraño",#QueDijoKai #JusticiaParaKai,,2026-03-15 05:15:22,Fan_Antiguo,2705.8,6040,32.0,4.1,No,0
696,646.0,56,@viviana_uni,Instagram,Comentario,ya perdí la cuenta de cuántos hilos van sobre esto y nadie sabe ni qué creer,,,2026-03-15 05:33:11,Fan_Antiguo,1184.2,4271,33.0,0.1,No,0
697,598.0,416,@teamkai_969,TikTok,Comentario,"esas capturas ya las vi hace años en otro escándalo, esto es reciclado",#JusticiaParaKai,,2026-03-15 04:28:11,Anónimo,334.0,265,197.0,12.1,No,0
698,627.0,103,@harold98,X,Descripción de captura,"cada rato sale un testigo nuevo, esto ya parece novela sin exagerar 🤔",#Cancelado,,2026-03-15 04:20:03,Fan_Antiguo,421.2,854,91.0,0.1,No,0
699,,71,@luisatv,X,Post original,"sea cual sea la verdad, la forma en que se está manejando esto es un desastre y eso que apenas empieza el día 😳😳",,,2026-03-15 03:50:03,Anónimo,2238.0,4432,43.0,3.6,No,0
700,,208,@diegoco,Instagram,Post original,dejen a la gente en paz hasta que se sepa la verdad.,,,2026-03-15 04:08:49,Fan_Antiguo,2705.8,6040,74.0,0.1,No,0
701,359.0,303,@melissa2020,TikTok,Comentario,me acaban de contar que circula una lista de pruebas pero ninguna se puede verificar bien,,,2026-03-15 03:30:07,Anónimo,12.1,971,288.0,1.5,Sí (idéntico a publicación de 2023 sobre otro creador),0
702,466.0,159,@sebastiantv,X,Repost/Cita,esto va a ser tendencia todo el día seguro y eso que apenas empieza el día...,#FueraKai #Cancelado,,2026-03-15 03:37:31,Verificado,878.4,281,54.0,1.4,No,1
703,623.0,345,@hectorramirez,Instagram,Repost/Cita,en mi casa no se habla de otra cosa desde anoche sinceramente 🤔,#Cancelado,,2026-03-15 03:10:36,Anónimo,12.3,170,74.0,1.6,No,0
704,559.0,154,@miguelcardenascun,X,Comentario,"sea cual sea la verdad, la forma en que se está manejando esto es un desastre y todavía falta que hable Kai",#KaiDuarte,,2026-03-15 04:40:08,Fan_Antiguo,791.9,3144,17.0,0.4,No,1
705,622.0,179,@hector15,TikTok,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer ya en serio,,,2026-03-15 04:09:38,Anónimo,1917.0,11210,144.0,0.1,No,2
706,,339,@vivianatv,TikTok,Repost/Cita,mis amigas y yo llevamos toda la noche hablando de esto otra vez,#FakeNews,,2026-03-15 01:16:08,Anónimo,0.1,521,161.0,3.0,No,0
707,598.0,103,@harold98,Instagram,Comentario,"honestamente, yo estuve cerca del evento y no noté nada raro esa noche",,,2026-03-15 04:26:09,Fan_Antiguo,421.2,854,43.0,0.7,No,5
708,407.0,393,@kaisquad_426,TikTok,Comentario,"nadie ha mostrado una prueba real, todo son capturas sin verificar",#JusticiaParaKai,,2026-03-15 04:33:51,Anónimo,671.8,889,78.0,11.8,No,0
709,301.0,190,@carlosmedinatv,X,Comentario,en mi casa no se habla de otra cosa desde anoche de verdad...,#EvaluandoLaSituacion #FueraKai,,2026-03-15 04:08:02,Verificado,1927.5,11752,49.0,0.1,No,0
710,445.0,388,@despiertaya_820,X,Repost/Cita,"confirmado, Kai amañó el sorteo, pasen la voz #CancelenAKai",#CancelenAKai,,2026-03-15 05:10:10,Bot_Sospechoso,1.3,11277,40.0,12.9,No,0
711,540.0,183,@paula_00,X,Comentario,todo el mundo etiquetando a PulsoTech pidiendo que se pronuncien,#Cancelado #EvaluandoLaSituacion,PulsoTech,2026-03-15 05:04:34,Fan_Antiguo,1199.9,53184,37.0,3.8,No,0
712,663.0,75,@cristianmedina_,X,Comentario,"cada quien cree lo que quiere creer, ya nadie mira pruebas sinceramente 😭",,,2026-03-15 05:09:29,Fan_Antiguo,30.0,58934,227.0,2.7,No,0
713,481.0,190,@carlosmedinatv,Foro anónimo,Comentario,honestamente ya perdí la cuenta de cuántas pruebas van,#QueDijoKai,,2026-03-15 04:32:41,Verificado,1927.5,11752,463.0,2.1,No,0
714,601.0,123,@liliananinoco,TikTok,Comentario,yo vine a leer los comentarios que siempre son mejores que la noticia sin exagerar,,,2026-03-15 04:05:01,Anónimo,1093.5,4896,43.0,5.3,No,0
715,,444,@VerificaYA_Co,X,Post original,"El patrón de creación de cuentas alrededor de este tema es atípico, seguimos documentando.",#VerificaAntesDeCompartir,,2026-03-15 02:07:37,Verificado,1600.0,90000,,4.6,No,1
716,624.0,232,@fabianleon,X,Comentario,yo llevo horas viendo hilos sobre esto en vez de dormir y todavía falta que hable Kai,#Cancelado,,2026-03-15 04:35:36,Anónimo,1212.4,8191,89.0,3.9,No,0
717,476.0,428,@kaisquad_528,TikTok,Comentario,"en ningún sorteo anterior de Kai hubo una queja así, raro que ahora sí",#JusticiaParaKai,,2026-03-15 04:33:50,Cuenta_Nueva,1253.1,5202,144.0,4.2,No,1
718,542.0,8,@sara07,X,Comentario,"que oso si es verdad, y que oso si no lo es la verdad",,,2026-03-15 01:30:53,Verificado,1779.8,696,62.0,2.6,No,0
719,450.0,81,@nicolassalazar_col,X,Comentario,"a mi me da igual, no sigo a Kai pero el trending me tiene aquí leyendo sin exagerar",,,2026-03-15 04:23:13,Anónimo,91.6,76,29.0,2.2,No,0
720,448.0,318,@angie03,X,Comentario,circula una lista de pruebas pero ninguna se puede verificar bien,#FueraKai,,2026-03-15 03:08:39,Cuenta_Nueva,9.1,180,1681.0,11.1,Posible (similar a una publicación anterior),0
721,,170,@claudiaortiz_00,TikTok,Comentario,yo sigo esperando que Kai diga algo sinceramente,#QueDijoKai #CancelenAKai,,2026-03-15 03:17:33,Anónimo,1323.5,1493,145.0,0.1,No,0
722,677.0,325,@felipe98,TikTok,Comentario,yo vine a leer los comentarios que siempre son mejores que la noticia la verdad,#EvaluandoLaSituacion #KaiDuarte,,2026-03-15 04:30:08,Anónimo,4.6,84,28.0,1.1,No,1
723,616.0,313,@felipesalazar03,Instagram,Comentario,"la marca ya se está lavando las manos, típico y cada rato cambia la versión",,,2026-03-15 04:49:14,Anónimo,0.6,52,22.0,2.4,No,0
724,453.0,216,@vivianaramirez_ug,X,Comentario,la gente ya no espera pruebas para cancelar a nadie y nadie sabe ni qué creer,#VerificaAntesDeCompartir,,2026-03-15 04:24:37,Anónimo,448.1,1917,16.0,0.1,No,0
725,533.0,291,@alejandrolopez2020,Instagram,Comentario,alguien juró que tiene capturas del chat privado pero nunca las publicó,,,2026-03-15 04:24:24,Cuenta_Nueva,7.1,2281,133.0,8.4,No,0
726,,292,@valentinasuarez_real,X,Comentario,esto va a ser tendencia todo el día seguro 😳,,,2026-03-15 04:06:29,Anónimo,6.5,446,38.0,0.1,No,0
727,428.0,198,@kevincastro03,TikTok,Repost/Cita,si NovaVolt no rompe el contrato hoy yo dejo de comprarles,#KaiMentiroso,NovaVolt,2026-03-15 04:06:07,Fan_Antiguo,30.0,1746,74.0,2.7,No,2
728,590.0,101,@jorgesalazarbogota,X,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer,,,2026-03-15 04:16:24,Fan_Antiguo,2121.2,2922,54.0,2.6,No,0
729,614.0,82,@kevincardenas2020,X,Comentario,una cuenta que no conozco subió una captura que supuestamente confirma todo,,,2026-03-15 04:33:45,Verificado,468.4,4255,409.0,3.9,No,1
730,684.0,177,@haroldgomez2020,Foro anónimo,Comentario,yo sigo esperando que Kai diga algo y las marcas ni se han pronunciado bien,#QueDijoKai #FueraKai,,2026-03-15 05:25:35,Anónimo,300.7,699,124.0,2.6,No,0
731,469.0,82,@kevincardenas2020,Instagram,Comentario,"que fastidio, otra vez cancelando a alguien sin dejarlo hablar otra vez.",#KaiDuarte,,2026-03-15 04:24:23,Verificado,468.4,4255,106.0,1.5,No,1
732,616.0,288,@monicatv,Instagram,Comentario,"me contaron que alguien del equipo renunció por esto, sin confirmación",#KaiMentiroso #KaiDuarte,,2026-03-15 04:30:33,Anónimo,7.2,413,,4.3,Sí (idéntico a publicación de 2023 sobre otro creador),1
733,591.0,235,@ricardo98,Instagram,Descripción de captura,yo llevo horas viendo hilos sobre esto en vez de dormir y eso que apenas empieza el día,,,2026-03-15 04:20:17,Fan_Antiguo,1284.4,3028,68.0,0.8,No,0
734,587.0,297,@jhon_real,X,Comentario,dicen que hay un audio filtrado completo pero nadie lo ha mostrado,,,2026-03-15 02:21:21,Cuenta_Nueva,0.0,57,392.0,12.0,Sí (idéntico a publicación de 2023 sobre otro creador),0
735,652.0,187,@kevingomez03,Instagram,Comentario,"ojo con esto: según un grupo de Facebook, esto ya se sabía desde hace meses",#FueraKai #Cancelado,,2026-03-15 05:51:11,Fan_Antiguo,454.0,24484,2280.0,13.3,No,1
736,614.0,262,@oscarpinzon,X,Comentario,ojo con esto: supuestamente el ganador real habló pero borró el mensaje rapidísimo,#Cancelado,,2026-03-15 04:39:02,Cuenta_Nueva,0.2,142,287.0,6.0,No,0
737,580.0,156,@wilson_uni,X,Comentario,para que sepan: revisé el reglamento público del sorteo y coincide con lo que se hizo,#EvaluandoLaSituacion #KaiDuarte,,2026-03-15 04:50:36,Anónimo,540.8,1025,419.0,2.4,No,3
738,639.0,163,@felipeleon_col,X,Repost/Cita,yo llevo horas viendo hilos sobre esto en vez de dormir y eso que apenas empieza el día 🤔,#QueDijoKai #KaiDuarte,,2026-03-15 04:01:54,Fan_Antiguo,1225.3,7999,94.0,0.1,No,1
739,621.0,98,@marialeon_col,X,Comentario,Yo llevo horas viendo hilos sobre esto en vez de dormir sinceramente,,,2026-03-15 04:41:23,Fan_Antiguo,1483.0,14224,19.0,0.1,No,0
740,577.0,276,@carlos03,TikTok,Comentario,Posta que circula el rumor de que hay más pruebas guardadas para después,,,2026-03-15 03:49:02,Anónimo,10.1,109,421.0,9.8,No,1
741,646.0,125,@jorge15,TikTok,Transcripción de audio/video,  cada hora aparece un ángulo nuevo de esto y las marcas ni se han pronunciado bien   ,#VerificaAntesDeCompartir #QueDijoKai,,2026-03-15 05:31:55,Anónimo,30.0,724,63.0,5.3,No,2
742,647.0,54,@haroldriosbogota,X,Comentario,la gente ya no espera pruebas para cancelar a nadie y cada rato cambia la versión,,,2026-03-15 04:32:53,Fan_Antiguo,1270.7,672,232.0,2.0,No,1
743,686.0,356,@noloocultes_564,TikTok,Repost/Cita,"KAI ES CULPABLE, ya hay pruebas, no lo defiendan más #CancelenAKai",#CancelenAKai,,2026-03-15 03:30:25,Bot_Sospechoso,0.4,14531,140.0,18.7,No,0
744,644.0,93,@julianasabana,X,Comentario,dicen que una cuenta que no conozco subió una captura que supuestamente confirma todo,#CancelenAKai,,2026-03-15 04:43:56,Verificado,776.3,2783,1161.0,0.1,No,0
745,,47,@felipex,Instagram,Comentario,"cada rato sale un testigo nuevo, esto ya parece novela y nadie sabe ni qué creer",#KaiEsInocente #Cancelado,,2026-03-15 02:51:17,Verificado,1856.1,893,11.0,3.1,No,0
746,516.0,407,@porsiempreKai_472,TikTok,Comentario,"nadie ha mostrado una prueba real, todo son capturas sin verificar",#JusticiaParaKai,,2026-03-15 04:21:57,Fan_Antiguo,0.0,9580,104.0,8.6,No,1
747,743.0,371,@despiertaya_582,X,Repost/Cita,"confirmado, Kai amañó el sorteo, pasen la voz #CancelenAKai",#CancelenAKai,,2026-03-15 03:32:49,Bot_Sospechoso,2.3,8112,50.0,21.6,No,3
748,725.0,191,@davidramirezco,Instagram,Transcripción de audio/video,mis amigas y yo llevamos toda la noche hablando de esto otra vez 😭,,,2026-03-15 04:27:13,Fan_Antiguo,2472.9,3398,22.0,0.8,No,0
749,467.0,73,@lilianarios_00,TikTok,Comentario,esto va a ser tendencia todo el día seguro 🤔,,,2026-03-15 04:07:26,Fan_Antiguo,248.8,8978,70.0,4.3,No,1
750,,202,@melissagomez_11,Instagram,Repost/Cita,literal me desperté y lo primero que vi fue esto y nadie sabe ni qué creer...,,,2026-03-15 03:24:31,Anónimo,1288.8,466,58.0,2.8,No,0
751,636.0,182,@davidcastro,X,Repost/Cita,"cada quien cree lo que quiere creer, ya nadie mira pruebas sin exagerar 😭😭",#Cancelado,,2026-03-15 03:55:55,Fan_Antiguo,30.0,494,125.0,1.7,No,0
752,656.0,26,@juliana03,TikTok,Comentario,"para que sepan: la plataforma que usaron para el sorteo es auditable, cualquiera puede revisarla",,,2026-03-15 04:34:37,Anónimo,2019.6,4115,286.0,0.4,No,2
753,685.0,306,@carloslopez_col,Instagram,Comentario,  yo llevo horas viendo hilos sobre esto en vez de dormir y cada rato cambia la versión...   ,#QueDijoKai #Cancelado,,2026-03-15 04:33:06,Anónimo,13.2,420,250.0,0.7,No,1
754,665.0,245,@ricardoleonbogota,Instagram,Comentario,dato: seguridad del evento confirmó que hubo varios testigos presentes,#JusticiaParaKai,,2026-03-15 04:42:55,Fan_Antiguo,1107.8,45900,248.0,7.2,No,3
755,735.0,301,@harold99,TikTok,Comentario,yo creo que hay que esperar antes de sacar conclusiones y cada rato cambia la versión...,,,2026-03-15 05:53:00,Anónimo,12.6,293,103.0,2.0,No,0
756,751.0,149,@paola,TikTok,Comentario,"dato: vi la transmisión completa dos veces, no encuentro el corte que muestran",#Cancelado,,2026-03-15 04:11:09,Fan_Antiguo,890.2,6350,78.0,2.3,No,4
757,491.0,183,@paula_00,Foro anónimo,Descripción de captura,mis amigas y yo llevamos toda la noche hablando de esto y todavía falta que hable Kai,#VerificaAntesDeCompartir #EvaluandoLaSituacion,,2026-03-15 04:34:22,Fan_Antiguo,1199.9,53184,27.0,5.2,No,0
758,689.0,55,@samuelco,X,Comentario,esto va a ser tendencia todo el día seguro y todavía falta que hable Kai 😭,#KaiMentiroso,,2026-03-15 05:53:39,Fan_Antiguo,123.3,7061,41.0,2.5,No,1
759,,209,@isabellamoreno99,Foro anónimo,Descripción de captura,increíble como en una noche esto se salió de control y las marcas ni se han pronunciado bien,,,2026-03-15 03:39:32,Fan_Antiguo,30.0,659,50.0,1.9,No,0
760,748.0,130,@brayan_,Foro anónimo,Comentario,la cantidad de cuentas nuevas comentando esto me da mala espina de verdad.,,,2026-03-15 04:39:17,Verificado,,160,63.0,4.3,No,0
761,,299,@yuliana_ug,Instagram,Comentario,si esto resulta ser falso alguien tiene que responder por el daño y nadie sabe ni qué creer,,,2026-03-15 00:21:17,Anónimo,7.3,318,25.0,2.1,No,1
762,744.0,183,@paula_00,X,Repost/Cita,mis amigas y yo llevamos toda la noche hablando de esto y eso que apenas empieza el día 🤔🤔,#EvaluandoLaSituacion,,2026-03-15 05:08:32,Fan_Antiguo,1199.9,53184,157.0,1.9,No,0
